,tracks,track_id,genre_top,genre_top_cat
32004,14,48452,Pop,6
32005,14,48453,Pop,6
32006,14,48454,Pop,6
32008,14,48456,Pop,6
32009,14,48457,Pop,6
32013,5,48462,Electronic,0
32014,5,48463,Electronic,0
32015,5,48464,Electronic,0
32016,5,48465,Electronic,0
32017,5,48466,Electronic,0
32038,7,48488,International,5
32039,7,48489,International,5
32040,7,48491,International,5
32041,7,48492,International,5
32042,7,48493,International,5
32043,7,48494,International,5
32183,4,48763,Rock,7
32226,22,48808,Folk,2
32233,22,48815,Folk,2
32276,14,48861,Experimental,1
32277,14,48862,Experimental,1
32278,14,48863,Experimental,1
32279,14,48864,Experimental,1
32280,14,48865,Experimental,1
32322,29,48931,Experimental,1
32364,26,48990,Rock,7
32372,1,48999,Rock,7
32384,4,49029,Folk,2
32385,4,49030,Folk,2
32393,13,49039,Pop,6
32415,13,49061,Experimental,1
32416,13,49062,Experimental,1
32418,13,49064,Experimental,1
32420,22,49066,Experimental,1
32421,22,49067,Experimental,1
32422,22,49068,Experimental,1
32424,22,49070,Experimental,1
32425,22,49071,Experimental,1
32426,22,49072,Experimental,1
32427,22,49073,Experimental,1
32610,38,49394,Experimental,1
32617,38,49401,Experimental,1
32623,3,49407,Experimental,1
32624,3,49408,Experimental,1
32639,8,49441,Rock,7
32671,12,49473,Pop,6
32674,12,49476,Hip-Hop,3
32675,12,49477,Pop,6
32676,12,49478,Hip-Hop,3
32677,12,49479,Hip-Hop,3
32811,7,49812,Rock,7
32816,7,49817,Rock,7
32840,12,49842,Folk,2
32841,12,49843,Folk,2
32842,12,49844,Folk,2
32843,12,49845,Folk,2
32844,12,49846,Folk,2
32845,12,49847,Folk,2
32846,12,49848,Folk,2
32847,12,49849,Folk,2
32848,12,49856,Folk,2
32849,12,49857,Folk,2
33009,21,50264,Hip-Hop,3
33016,21,50272,Pop,6
33020,18,50276,Folk,2
33027,18,50283,International,5
33064,15,50323,Folk,2
33147,6,50444,Rock,7
33148,6,50445,Rock,7
33149,6,50446,Rock,7
33150,6,50447,Rock,7
33151,6,50448,Rock,7
33152,6,50449,Rock,7
33230,8,50539,Rock,7
33234,8,50543,Rock,7
33357,3,50752,Rock,7
33358,3,50753,Rock,7
33359,3,50754,Rock,7
33405,3,50836,Experimental,1
33494,8,50952,Folk,2
33497,8,50955,Instrumental,4
33498,8,50956,Instrumental,4
33523,9,51004,International,5
33524,9,51005,International,5
33525,9,51006,International,5
33599,8,51111,Experimental,1
33600,8,51112,Experimental,1
33601,8,51113,Experimental,1
33602,8,51114,Experimental,1
33603,8,51115,Experimental,1
33605,8,51117,Experimental,1
33606,8,51118,Experimental,1
33608,2,51120,Pop,6
33634,5,51157,Experimental,1
33635,5,51158,Experimental,1
33672,8,51203,Experimental,1
33703,17,51260,Pop,6
33704,17,51261,Pop,6
33705,17,51262,Pop,6
33706,17,51263,Pop,6
33708,17,51265,Pop,6
33710,17,51267,Pop,6
33711,17,51268,Pop,6
33712,17,51269,Pop,6
33714,17,51271,Pop,6
33715,17,51272,Pop,6
33716,17,51273,Pop,6
33717,17,51274,Pop,6
33718,17,51275,Pop,6
33719,17,51276,Pop,6
33721,30,51278,Pop,6
33734,30,51291,Pop,6
33735,30,51292,Pop,6
33742,10,51301,Experimental,1
33746,10,51305,Experimental,1
33765,3,51333,Folk,2
33890,5,51479,Experimental,1
34044,10,51655,Folk,2
34048,10,51659,Folk,2
34050,10,51661,Folk,2
34148,14,51776,Instrumental,4
34156,14,51784,Electronic,0
34157,14,51785,Electronic,0
34266,2,51918,Folk,2
34267,2,51919,Folk,2
34271,5,51923,Electronic,0
34299,7,51954,Electronic,0
34309,11,51991,International,5
34310,11,51992,International,5
34316,11,51998,International,5
34317,11,51999,International,5
34318,11,52000,International,5
34319,11,52001,International,5
34345,13,52034,Pop,6
34346,13,52035,Pop,6
34347,13,52036,Pop,6
34348,13,52037,Pop,6
34350,13,52039,Pop,6
34351,13,52040,Pop,6
34352,13,52041,Pop,6
34353,13,52042,Pop,6
34355,13,52044,Pop,6
34356,13,52045,Pop,6
34418,12,52118,International,5
34419,12,52119,International,5
34420,12,52120,International,5
34421,12,52121,International,5
34422,12,52122,International,5
34423,12,52123,International,5
34424,12,52124,International,5
34425,12,52125,International,5
34426,12,52126,International,5
34427,12,52127,International,5
34428,12,52128,International,5
34429,12,52129,International,5
34434,11,52141,Experimental,1
34652,11,52375,Pop,6
34657,11,52380,Pop,6
34666,9,52389,Pop,6
34670,1,52393,Pop,6
34677,5,52409,Electronic,0
34699,9,52446,Instrumental,4
34700,9,52447,Instrumental,4
34701,9,52448,Instrumental,4
34702,9,52449,Instrumental,4
34704,9,52451,Instrumental,4
34705,9,52452,Instrumental,4
34748,10,52500,Folk,2
34749,10,52501,Folk,2
34750,10,52502,Folk,2
34756,10,52508,Folk,2
34769,3,52522,Rock,7
34800,7,52579,Hip-Hop,3
34845,23,52628,Electronic,0
34846,23,52629,Electronic,0
34847,23,52630,Electronic,0
34848,23,52631,Electronic,0
34849,23,52632,Electronic,0
34850,23,52633,Electronic,0
34851,23,52634,Electronic,0
34852,23,52635,Electronic,0
34853,23,52636,Electronic,0
34854,23,52637,Electronic,0
34855,23,52638,Electronic,0
34856,23,52639,Electronic,0
34858,23,52641,Electronic,0
34859,23,52642,Electronic,0
34861,23,52644,Electronic,0
34862,23,52645,Electronic,0
34863,23,52646,Electronic,0
34864,23,52647,Electronic,0
34865,23,52648,Electronic,0
34866,23,52649,Electronic,0
34867,23,52650,Electronic,0
35055,5,52859,Experimental,1
35056,5,52860,Experimental,1
35057,5,52861,Experimental,1
35058,5,52862,Experimental,1
35112,24,52945,Folk,2
35113,24,52946,Folk,2
35114,24,52947,Folk,2
35115,24,52948,Folk,2
35117,24,52950,Folk,2
35118,24,52951,Folk,2
35120,24,52953,Folk,2
35121,24,52954,Folk,2
35122,24,52955,Folk,2
35269,13,53152,International,5
35271,13,53154,International,5
35273,13,53156,International,5
35274,13,53157,International,5
35275,13,53158,International,5
35276,13,53159,International,5
35277,13,53160,International,5
35327,2,53228,Pop,6
35328,2,53229,Pop,6
35367,4,53299,International,5
35368,4,53300,International,5
35369,4,53301,International,5
35370,4,53302,International,5
35428,15,53379,Hip-Hop,3
35430,15,53381,Hip-Hop,3
35501,21,53457,Electronic,0
35510,4,53496,Electronic,0
35518,8,53576,Folk,2
35520,8,53578,Folk,2
35528,18,53586,Folk,2
35529,18,53587,Folk,2
35530,18,53588,Folk,2
35531,18,53589,Folk,2
35533,2,53591,Pop,6
35534,2,53592,Pop,6
35565,2,53675,Experimental,1
35608,7,53723,International,5
35609,7,53724,International,5
35610,7,53725,International,5
35611,7,53726,International,5
35612,7,53727,International,5
35613,7,53728,International,5
35614,6,53729,Experimental,1
35654,1,53807,Rock,7
35699,5,53862,Electronic,0
35700,5,53863,Electronic,0
35761,1,53937,Pop,6
35830,2,54019,Experimental,1
35841,12,54031,Pop,6
35842,12,54032,Pop,6
35843,12,54033,Pop,6
35844,12,54034,Pop,6
35847,12,54037,Pop,6
35849,12,54039,Pop,6
35867,8,54061,Folk,2
35868,8,54062,Folk,2
35869,8,54063,Folk,2
35870,8,54064,Folk,2
35936,11,54149,Instrumental,4
35937,11,54150,Instrumental,4
35938,11,54151,Instrumental,4
35939,11,54152,Instrumental,4
35940,11,54153,Instrumental,4
35941,11,54154,Instrumental,4
35942,11,54155,Instrumental,4
35943,11,54156,Instrumental,4
35945,11,54158,Instrumental,4
35946,1,54159,Instrumental,4
35947,11,54160,Instrumental,4
35950,3,54163,Rock,7
36017,6,54234,Pop,6
36018,6,54235,Pop,6
36019,6,54236,Pop,6
36020,6,54237,Pop,6
36066,6,54297,Folk,2
36102,3,54335,Electronic,0
36120,24,54365,Hip-Hop,3
36122,24,54376,Hip-Hop,3
36158,11,54433,International,5
36159,11,54436,International,5
36160,11,54437,International,5
36161,11,54438,International,5
36162,11,54442,International,5
36163,11,54443,International,5
36181,8,54463,International,5
36182,8,54464,International,5
36183,8,54465,International,5
36184,8,54466,International,5
36185,8,54467,International,5
36186,8,54468,International,5
36187,8,54469,International,5
36188,8,54470,International,5
36192,8,54475,International,5
36193,8,54476,International,5
36196,8,54479,International,5
36197,8,54480,International,5
36198,8,54481,International,5
36199,8,54482,International,5
36211,1,54496,Experimental,1
36243,5,54554,Experimental,1
36254,15,54568,International,5
36256,15,54570,International,5
36262,15,54576,International,5
36264,15,54578,International,5
36266,15,54580,International,5
36297,6,54621,Rock,7
36299,6,54623,Rock,7
36300,6,54624,Rock,7
36301,6,54625,Rock,7
36302,6,54626,Rock,7
36328,6,54662,Electronic,0
36330,4,54664,Pop,6
36331,4,54665,Pop,6
36332,4,54666,Pop,6
36333,4,54667,Pop,6
36369,6,54703,Folk,2
36381,14,54719,Electronic,0
36397,2,54735,Rock,7
36415,8,54753,Hip-Hop,3
36489,13,54874,Electronic,0
36542,15,54942,Rock,7
36601,7,55076,Pop,6
36603,14,55097,Hip-Hop,3
36606,14,55100,Hip-Hop,3
36607,14,55101,Hip-Hop,3
36608,14,55102,Hip-Hop,3
36618,14,55113,Hip-Hop,3
36624,14,55119,Hip-Hop,3
36625,14,55120,Hip-Hop,3
36626,14,55121,Hip-Hop,3
36627,14,55122,Hip-Hop,3
36628,14,55123,Hip-Hop,3
36629,14,55124,Hip-Hop,3
36653,21,55149,Electronic,0
36681,8,55183,Electronic,0
36684,8,55186,Electronic,0
36721,13,55231,International,5
36722,13,55232,International,5
36723,13,55233,International,5
36724,13,55234,International,5
36725,13,55235,International,5
36726,13,55236,International,5
36727,13,55237,International,5
36728,13,55238,International,5
36729,13,55240,International,5
36730,13,55241,International,5
36731,13,55242,International,5
36752,33,55285,Pop,6
36753,33,55286,Pop,6
36754,33,55287,Pop,6
36755,33,55288,Pop,6
36756,33,55289,Pop,6
36757,33,55290,Pop,6
36758,33,55291,Pop,6
36759,33,55292,Pop,6
36760,33,55293,Pop,6
36761,33,55294,Pop,6
36762,33,55295,Pop,6
36854,8,55402,Rock,7
36868,9,55430,Pop,6
36874,9,55436,Pop,6
36875,9,55437,Pop,6
36892,40,55480,Experimental,1
36893,40,55481,Experimental,1
36921,12,55549,Hip-Hop,3
36941,16,55572,Hip-Hop,3
36962,11,55709,Rock,7
36963,11,55710,Rock,7
36964,11,55711,Rock,7
36965,11,55712,Rock,7
36966,11,55713,Rock,7
36967,11,55714,Rock,7
36968,11,55715,Rock,7
36969,11,55716,Rock,7
36970,11,55717,Rock,7
36971,11,55718,Rock,7
36972,11,55719,Rock,7
37000,15,55782,Electronic,0
37001,15,55783,Electronic,0
37004,15,55786,Electronic,0
37016,5,55807,Electronic,0
37017,5,55808,Electronic,0
37018,5,55809,Electronic,0
37019,5,55810,Electronic,0
37020,5,55811,Electronic,0
37026,9,55826,International,5
37027,9,55827,International,5
37028,9,55828,International,5
37030,9,55830,International,5
37031,9,55831,International,5
37032,9,55832,International,5
37033,9,55833,International,5
37052,3,55900,Hip-Hop,3
37120,23,56010,Experimental,1
37125,23,56015,Experimental,1
37130,23,56020,Experimental,1
37137,2,56028,Electronic,0
37138,2,56029,Electronic,0
37139,13,56030,International,5
37140,3,56031,Experimental,1
37142,3,56033,Experimental,1
37143,25,56034,Electronic,0
37144,25,56036,Electronic,0
37269,3,56247,Pop,6
37270,3,56248,Pop,6
37271,3,56249,Pop,6
37284,3,56273,Pop,6
37285,3,56274,Pop,6
37286,3,56275,Pop,6
37346,1,56460,Pop,6
37351,10,56465,International,5
37352,10,56466,International,5
37353,10,56467,International,5
37354,10,56468,International,5
37355,10,56469,International,5
37356,10,56470,International,5
37357,10,56471,International,5
37358,10,56472,International,5
37360,10,56474,International,5
37378,10,56493,Hip-Hop,3
37380,10,56495,Hip-Hop,3
37381,10,56496,Hip-Hop,3
37382,10,56497,Hip-Hop,3
37383,10,56498,Hip-Hop,3
37384,10,56499,Hip-Hop,3
37401,6,56516,Folk,2
37402,6,56517,Folk,2
37403,6,56518,Folk,2
37404,6,56519,Folk,2
37405,6,56520,Folk,2
37406,6,56521,Folk,2
37408,7,56523,Electronic,0
37434,8,56552,Rock,7
37441,8,56559,Rock,7
37519,14,56639,Hip-Hop,3
37520,14,56640,Hip-Hop,3
37521,14,56641,Hip-Hop,3
37525,7,56645,Rock,7
37526,7,56646,Rock,7
37528,7,56648,Rock,7
37529,7,56649,Rock,7
37530,7,56650,Rock,7
37531,7,56651,Rock,7
37560,11,56686,International,5
37561,11,56687,International,5
37562,11,56688,International,5
37563,11,56689,International,5
37564,11,56690,International,5
37565,11,56691,International,5
37566,11,56692,International,5
37567,11,56693,International,5
37568,11,56694,International,5
37569,11,56695,International,5
37570,11,56696,International,5
37662,11,56795,Electronic,0
37663,11,56796,Electronic,0
37664,11,56797,Electronic,0
37665,11,56798,Electronic,0
37666,11,56799,Electronic,0
37667,11,56800,Electronic,0
37668,11,56801,Electronic,0
37669,11,56802,Electronic,0
37670,11,56803,Electronic,0
37671,11,56804,Electronic,0
37672,11,56805,Electronic,0
37713,1,56874,Electronic,0
37727,1,56888,Experimental,1
37734,12,56895,Pop,6
37758,1,56929,Rock,7
37876,20,57078,Pop,6
37961,18,57164,Folk,2
37966,18,57175,Folk,2
37967,18,57176,Folk,2
37968,18,57177,Folk,2
37969,3,57178,Pop,6
37970,3,57179,Pop,6
37971,3,57180,Pop,6
38019,4,57271,Experimental,1
38020,4,57272,Experimental,1
38021,4,57273,Experimental,1
38022,4,57274,Experimental,1
38051,20,57344,Experimental,1
38067,10,57360,Experimental,1
38075,16,57371,Instrumental,4
38118,13,57417,Electronic,0
38119,17,57418,Instrumental,4
38135,5,57435,Pop,6
38136,5,57437,Pop,6
38137,5,57439,Pop,6
38138,3,57440,Experimental,1
38140,3,57442,Experimental,1
38186,8,57500,Rock,7
38199,8,57540,Electronic,0
38222,6,57569,Rock,7
38259,6,57626,Experimental,1
38260,6,57627,Experimental,1
38261,6,57628,Experimental,1
38262,6,57629,Experimental,1
38263,6,57630,Experimental,1
38272,10,57639,Folk,2
38273,10,57640,Folk,2
38281,10,57648,Folk,2
38291,9,57658,Rock,7
38294,9,57661,Rock,7
38295,9,57662,Rock,7
38296,9,57663,Rock,7
38298,18,57665,International,5
38310,18,57691,International,5
38316,18,57697,International,5
38427,5,57819,Hip-Hop,3
38428,5,57820,Hip-Hop,3
38429,5,57821,Hip-Hop,3
38430,5,57822,Hip-Hop,3
38431,5,57823,Hip-Hop,3
38470,11,57891,Rock,7
38471,11,57892,Rock,7
38501,3,57936,Experimental,1
38502,3,57937,Experimental,1
38503,3,57938,Experimental,1
38504,6,57939,Experimental,1
38507,6,57943,Experimental,1
38518,9,57968,Rock,7
38601,5,58052,Experimental,1
38602,5,58053,Experimental,1
38603,5,58054,Experimental,1
38607,4,58060,Experimental,1
38608,4,58061,Experimental,1
38609,4,58063,Experimental,1
38611,4,58068,Experimental,1
38613,4,58070,Experimental,1
38648,7,58115,Pop,6
38649,7,58116,Pop,6
38650,7,58117,Pop,6
38667,13,58135,Folk,2
38672,13,58140,Folk,2
38692,14,58161,Pop,6
38693,14,58162,Pop,6
38695,14,58164,Pop,6
38697,14,58166,Pop,6
38700,14,58169,Pop,6
38701,14,58170,Pop,6
38704,14,58173,Pop,6
38705,14,58174,Pop,6
38718,19,58207,Hip-Hop,3
38723,19,58212,Hip-Hop,3
38724,19,58213,Hip-Hop,3
38726,19,58215,Hip-Hop,3
38732,19,58221,Rock,7
38736,5,58225,Rock,7
38808,2,58333,Rock,7
38809,2,58334,Rock,7
38816,12,58341,Electronic,0
38930,1,58474,Pop,6
38983,1,58539,Rock,7
38984,4,58540,Rock,7
38985,4,58541,Rock,7
38986,4,58542,Rock,7
38987,4,58543,Rock,7
39475,13,59078,Rock,7
39713,9,59373,Rock,7
39714,9,59374,Rock,7
39778,12,59443,Pop,6
39780,12,59445,Pop,6
39781,12,59446,Pop,6
39783,12,59448,Pop,6
39784,12,59449,Pop,6
39786,12,59451,Pop,6
39789,12,59454,Pop,6
39860,1,59561,Rock,7
39861,2,59562,Rock,7
39878,14,59581,International,5
39934,14,59653,International,5
39935,14,59654,International,5
39937,14,59656,International,5
39938,14,59657,International,5
39939,14,59658,International,5
39940,14,59659,International,5
39941,8,59660,International,5
39944,8,59663,International,5
39945,8,59664,International,5
39947,8,59666,International,5
39948,8,59667,International,5
39950,10,59669,International,5
39952,10,59671,International,5
39954,10,59673,International,5
39956,10,59675,International,5
39957,10,59676,International,5
39958,10,59677,International,5
39959,5,59678,International,5
39960,5,59679,International,5
39961,5,59680,International,5
39962,5,59681,International,5
39963,5,59682,International,5
39964,6,59683,International,5
39965,6,59684,International,5
39966,6,59685,International,5
39967,6,59686,International,5
39968,6,59687,International,5
39969,6,59688,International,5
39976,7,59695,International,5
39977,5,59702,International,5
39981,5,59706,International,5
39982,5,59707,International,5
39983,5,59708,International,5
39984,5,59709,International,5
39985,5,59710,International,5
39986,8,59711,International,5
39993,8,59718,International,5
39994,9,59719,International,5
39995,9,59720,International,5
39996,9,59721,International,5
39998,9,59723,International,5
39999,9,59724,International,5
40000,9,59725,International,5
40001,9,59726,International,5
40002,9,59727,International,5
40082,18,59823,Experimental,1
40134,31,59876,Rock,7
40185,3,59930,Experimental,1
40272,14,60037,International,5
40273,14,60038,International,5
40276,14,60041,International,5
40277,14,60042,International,5
40280,14,60045,International,5
40283,14,60048,International,5
40288,34,60074,Experimental,1
40342,4,60143,International,5
40343,4,60144,International,5
40344,4,60145,International,5
40345,4,60146,International,5
40365,9,60170,Folk,2
40477,7,60317,Experimental,1
40491,14,60331,Experimental,1
40603,15,60472,Hip-Hop,3
40605,15,60474,Hip-Hop,3
40607,15,60476,Hip-Hop,3
40608,15,60477,Hip-Hop,3
40609,15,60478,Hip-Hop,3
40639,21,60510,Hip-Hop,3
40662,5,60533,International,5
40663,5,60534,International,5
40664,5,60535,International,5
40665,5,60536,International,5
40666,5,60537,International,5
40667,6,60544,International,5
40670,6,60547,International,5
40671,6,60548,International,5
40672,6,60549,International,5
40834,10,60736,Rock,7
40841,6,60753,International,5
40842,6,60754,International,5
40843,6,60755,International,5
40844,6,60756,International,5
40845,6,60757,International,5
40846,6,60758,International,5
40863,3,60775,International,5
40864,3,60776,International,5
40865,3,60777,International,5
40916,18,60857,International,5
40923,18,60864,International,5
40924,18,60865,International,5
40925,10,60871,International,5
40926,10,60872,International,5
40927,10,60873,International,5
40928,10,60874,International,5
40929,10,60875,International,5
41032,2,60994,Experimental,1
41044,8,61006,Folk,2
41045,8,61007,Folk,2
41046,8,61008,Folk,2
41048,8,61010,Folk,2
41049,8,61011,Folk,2
41050,8,61012,Folk,2
41051,8,61013,Folk,2
41132,19,61159,Hip-Hop,3
41133,19,61160,Hip-Hop,3
41134,19,61161,Hip-Hop,3
41144,19,61172,Hip-Hop,3
41146,19,61174,Hip-Hop,3
41147,19,61175,Hip-Hop,3
41250,6,61452,Hip-Hop,3
41251,6,61453,Hip-Hop,3
41280,3,61491,Rock,7
41281,3,61492,Rock,7
41282,3,61493,Rock,7
41366,6,61587,Pop,6
41368,6,61589,Pop,6
41370,6,61591,Pop,6
41371,6,61592,Pop,6
41419,20,61668,Hip-Hop,3
41420,20,61670,Pop,6
41426,20,61679,Pop,6
41461,9,61734,Pop,6
41463,9,61736,Pop,6
41469,9,61742,Pop,6
41541,27,61814,Rock,7
41547,27,61820,Rock,7
41548,27,61821,Rock,7
41566,45,61884,Hip-Hop,3
41630,2,62001,Hip-Hop,3
41632,5,62003,Instrumental,4
41634,5,62005,Instrumental,4
41636,5,62007,Instrumental,4
41765,10,62163,Pop,6
41766,10,62164,Pop,6
41767,10,62165,Pop,6
41782,9,62180,Instrumental,4
41785,14,62183,International,5
41786,14,62184,International,5
41787,14,62185,International,5
41788,14,62186,International,5
41789,14,62187,International,5
41790,14,62188,International,5
41791,14,62189,International,5
41792,14,62190,International,5
41793,14,62191,International,5
41794,14,62192,International,5
41795,14,62193,International,5
41796,14,62194,International,5
41797,14,62195,International,5
41798,14,62196,International,5
41910,1,62337,Rock,7
41950,10,62426,Folk,2
41959,10,62436,Pop,6
41963,1,62445,Rock,7
41964,1,62446,Pop,6
41965,1,62448,Pop,6
41966,1,62449,Pop,6
41967,6,62450,Pop,6
41969,6,62452,Pop,6
41972,9,62458,Rock,7
42028,13,62525,International,5
42029,13,62526,International,5
42030,13,62527,International,5
42031,13,62528,International,5
42032,13,62529,International,5
42033,13,62531,International,5
42034,13,62532,International,5
42035,13,62533,International,5
42036,13,62534,International,5
42088,8,62586,Rock,7
42091,9,62589,International,5
42093,9,62591,International,5
42094,9,62592,International,5
42096,9,62594,International,5
42097,9,62595,International,5
42098,9,62596,International,5
42154,11,62655,Rock,7
42168,13,62671,Electronic,0
42203,1,62742,Pop,6
42207,14,62748,Pop,6
42208,14,62749,Pop,6
42209,14,62750,Pop,6
42210,14,62751,Pop,6
42211,14,62753,Pop,6
42423,9,63043,Rock,7
42424,9,63044,Rock,7
42425,9,63045,Rock,7
42443,2,63064,Electronic,0
42444,2,63065,Electronic,0
42480,6,63117,Rock,7
42512,25,63149,Experimental,1
42522,25,63159,Experimental,1
42524,25,63161,Experimental,1
42554,10,63191,Rock,7
42562,18,63208,Folk,2
42576,3,63224,Pop,6
42578,3,63226,Pop,6
42600,14,63250,Folk,2
42601,14,63251,Folk,2
42602,14,63252,Folk,2
42603,14,63253,Folk,2
42605,14,63255,Folk,2
42607,14,63257,Folk,2
42608,14,63258,Folk,2
42625,11,63287,Instrumental,4
42627,11,63289,Instrumental,4
42628,11,63290,Instrumental,4
42629,11,63291,Instrumental,4
42630,11,63292,Instrumental,4
42769,14,63456,Folk,2
42770,14,63457,Folk,2
42783,10,63470,Rock,7
42784,10,63471,Rock,7
42785,10,63472,Rock,7
42846,16,63626,Experimental,1
42875,16,63655,Electronic,0
42923,45,63733,Hip-Hop,3
42926,45,63747,Hip-Hop,3
42930,19,63755,Hip-Hop,3
42931,19,63757,Hip-Hop,3
42942,19,63770,Hip-Hop,3
42961,19,63789,Hip-Hop,3
42965,7,63803,Hip-Hop,3
42966,7,63804,Hip-Hop,3
42967,7,63805,Hip-Hop,3
43015,2,63874,Hip-Hop,3
43031,5,63900,Hip-Hop,3
43039,12,63908,Hip-Hop,3
43053,9,63922,Rock,7
43061,15,63936,Experimental,1
43105,12,63999,Pop,6
43106,12,64005,Pop,6
43107,12,64006,Pop,6
43108,12,64007,Pop,6
43109,12,64008,Pop,6
43110,12,64009,Pop,6
43136,7,64035,Rock,7
43155,1,64078,Experimental,1
43156,1,64079,Pop,6
43168,2,64091,Experimental,1
43170,20,64093,Experimental,1
43294,8,64247,Experimental,1
43295,8,64248,Experimental,1
43296,8,64249,Experimental,1
43299,8,64252,Experimental,1
43300,8,64253,Experimental,1
43377,4,64331,Electronic,0
43378,4,64332,Electronic,0
43379,4,64333,Electronic,0
43380,4,64334,Electronic,0
43381,20,64338,Hip-Hop,3
43404,3,64364,Pop,6
43405,3,64365,Pop,6
43406,3,64366,Pop,6
43447,4,64407,International,5
43448,4,64408,International,5
43449,4,64409,International,5
43450,4,64410,International,5
43549,6,64515,Hip-Hop,3
43550,6,64516,Hip-Hop,3
43551,6,64517,Hip-Hop,3
43553,6,64519,Hip-Hop,3
43554,6,64520,Hip-Hop,3
43555,3,64521,Hip-Hop,3
43556,3,64522,Hip-Hop,3
43557,3,64523,Hip-Hop,3
43569,4,64535,Electronic,0
43570,4,64536,Electronic,0
43571,4,64537,Electronic,0
43572,4,64538,Electronic,0
43576,4,64542,Electronic,0
43586,14,64553,Folk,2
43589,14,64556,Folk,2
43600,2,64567,Rock,7
43619,4,64590,International,5
43620,4,64591,International,5
43621,4,64592,International,5
43622,4,64593,International,5
43623,11,64594,Experimental,1
43630,11,64601,Experimental,1
43633,11,64604,Experimental,1
43634,8,64618,Electronic,0
43635,9,64625,Hip-Hop,3
43636,9,64626,Hip-Hop,3
43637,9,64627,Hip-Hop,3
43638,9,64628,Hip-Hop,3
43639,9,64629,Hip-Hop,3
43640,9,64630,Hip-Hop,3
43641,9,64631,Hip-Hop,3
43668,6,64659,Rock,7
43753,2,64787,Pop,6
43754,2,64788,Pop,6
43755,1,64789,Pop,6
43759,1,64796,Pop,6
43772,1,64809,Folk,2
43791,10,64834,Pop,6
43797,10,64840,Pop,6
43798,10,64841,Pop,6
43811,9,64854,Experimental,1
43812,9,64855,Experimental,1
43813,9,64856,Experimental,1
43814,9,64857,Experimental,1
43815,9,64858,Experimental,1
43816,9,64859,Experimental,1
43817,9,64860,Experimental,1
43818,9,64861,Experimental,1
43819,9,64862,Experimental,1
43820,4,64863,Experimental,1
43821,4,64864,Experimental,1
43822,4,64865,Experimental,1
43823,4,64866,Experimental,1
43847,4,64893,Experimental,1
43849,2,64895,Experimental,1
43850,2,64896,Experimental,1
43861,2,64918,Rock,7
43862,2,64919,Rock,7
43928,9,64988,Hip-Hop,3
43929,9,64989,Hip-Hop,3
43930,9,64990,Hip-Hop,3
43931,9,64991,Hip-Hop,3
43932,9,64992,Hip-Hop,3
43933,9,64993,Hip-Hop,3
43934,9,64994,Hip-Hop,3
43935,9,64995,Hip-Hop,3
43967,4,65037,Electronic,0
43968,4,65038,Electronic,0
43969,4,65039,Electronic,0
43970,4,65040,Electronic,0
43992,2,65063,Electronic,0
43993,2,65064,Electronic,0
44000,1,65073,Electronic,0
44002,2,65076,International,5
44003,2,65077,International,5
44015,1,65090,Experimental,1
44144,4,65234,Experimental,1
44160,5,65265,Experimental,1
44343,1,65488,Electronic,0
44451,6,65619,Rock,7
44502,1,65683,Folk,2
44503,1,65685,Folk,2
44552,13,65745,Hip-Hop,3
44559,13,65752,Hip-Hop,3
44562,13,65755,Pop,6
44563,13,65756,Pop,6
44584,3,65777,Electronic,0
44586,3,65779,Electronic,0
44587,6,65780,Electronic,0
44689,4,65893,Folk,2
44830,8,66058,Folk,2
44845,11,66073,Electronic,0
44846,11,66074,Electronic,0
44847,11,66075,Electronic,0
44848,11,66076,Electronic,0
44927,9,66180,Folk,2
44933,9,66187,Folk,2
45123,14,66390,Electronic,0
45127,7,66394,Rock,7
45138,3,66405,Rock,7
45199,15,66469,Experimental,1
45212,15,66482,Experimental,1
45213,15,66483,Experimental,1
45247,16,66525,Instrumental,4
45256,6,66534,Rock,7
45257,6,66535,Rock,7
45258,6,66536,Rock,7
45259,6,66537,Rock,7
45260,6,66538,Rock,7
45261,6,66539,Rock,7
45349,6,66636,Electronic,0
45350,6,66637,Electronic,0
45351,6,66638,Electronic,0
45354,11,66641,Pop,6
45356,11,66643,Pop,6
45357,11,66644,Pop,6
45359,11,66646,Pop,6
45361,11,66648,Pop,6
45362,11,66649,Pop,6
45363,11,66650,Pop,6
45402,4,66689,Electronic,0
45403,4,66690,Electronic,0
45428,5,66717,Rock,7
45465,15,66757,Instrumental,4
45490,2,66782,Pop,6
45491,2,66783,Pop,6
45666,2,67007,Pop,6
45669,2,67010,Pop,6
45670,7,67011,Folk,2
45675,7,67016,Folk,2
45676,7,67017,Folk,2
45756,1,67121,Rock,7
45761,4,67163,Rock,7
45830,6,67232,Hip-Hop,3
45831,6,67233,Hip-Hop,3
45833,6,67235,Hip-Hop,3
45835,5,67237,Rock,7
45904,4,67308,Electronic,0
45925,9,67330,Pop,6
45926,9,67331,Pop,6
45927,9,67332,Pop,6
45928,9,67333,Pop,6
45929,9,67334,Pop,6
45931,9,67336,Pop,6
45951,12,67357,Pop,6
45952,12,67358,Pop,6
45953,12,67359,Pop,6
45954,12,67360,Pop,6
45955,12,67361,Pop,6
45956,12,67362,Pop,6
45957,12,67363,Pop,6
45958,12,67364,Pop,6
45959,12,67365,Pop,6
45960,12,67366,Pop,6
45961,12,67367,Pop,6
45962,12,67368,Pop,6
